SeniorCitizen,Partner_Num,Dependents_Num,PhoneService_Num,PaperlessBilling_Num,Gender_Num,Churn_Num,MultipleLines_Encoded,InternetService_Encoded,OnlineSecurity_Encoded,OnlineBackup_Encoded,DeviceProtection_Encoded,TechSupport_Encoded,StreamingTV_Encoded,StreamingMovies_Encoded,Contract_Encoded,PaymentMethod_Encoded,TenureGroup,ChargeGroup,HasMultipleLines,HasInternet,HasFiberOptic,HasDSL,HasOnlineSecurity,HasTechSupport,TotalServices,HasPartnerOrDependents,tenure_Scaled,MonthlyCharges_Scaled,ServiceCount_Scaled,AvgMonthlySpend_Scaled,TotalCharges_Scaled
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,4,1,-0.38595730461907163,0.8363465657454608,-0.6767659918934866,0.82587721578702,-0.11587199877412335
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,3,3,1,0,1,0,1,0,0,5,1,1.407401714289586,-0.35424836140985894,-0.1793752215507493,-0.19079326557672474,0.5898855198994999
0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,2,2,0,1,1,0,0,0,5,0,-0.304440985577769,1.1522865603816492,-0.42807060672211794,1.0479105951362682,0.0362991773151766
1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,2,2,0,1,1,0,0,0,5,1,0.26617324771134937,1.1389838237653884,-0.42807060672211794,1.2388857526656083,0.7019350306305686
0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,2,1,3,1,1,1,0,1,0,0,4,0,1.4889180333308887,0.06811352615641386,-0.6767659918934866,0.2056421733182875,1.0107108378597478
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,-1.2826368140734004,-1.297079819087326,-0.9254613770648553,-1.5128260959261075,-0.997379616169234
0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,2,2,0,1,1,0,0,0,5,0,-0.019133868933209827,0.8712662493631448,-0.42807060672211794,0.9135682007840239,0.2579498728538595
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-0.9565715379081899,0.2044665764730844,-0.9254613770648553,0.2664387516198294,-0.7120945036110365
0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,3,1,2,0,1,1,0,0,0,4,0,-0.6712644212636308,0.9427684586755455,-0.6767659918934866,1.0955043920027914,-0.31456136740905777
0,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,1,1,13,1,1.122094597645027,-1.4600383426365178,1.8101878598202,-1.2539865016364797,-0.44829289960639435
0,1,1,1,1,0,0,2,1,0,0,1,1,1,1,2,2,3,3,1,1,1,0,0,0,6,1,1.6111925118928425,1.4748779233259677,-0.1793752215507493,1.5233962397564755,2.393044477038254
0,1,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,1,-1.1196041759907953,-1.51324928910156,1.8101878598202,-1.2481032751825716,-0.9531774076052453
1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,3,2,2,0,1,1,0,0,0,5,0,-0.2636828260571177,0.696667831274725,-0.42807060672211794,0.7246427212793116,-0.04107674466210476
0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.201120495032098,-1.4966208683312343,1.8101878598202,-1.4076192429398882,-0.9803075056759568
0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,13,0,-1.2418786545527492,-1.5032722366393647,1.8101878598202,-1.595517863642903,-0.9950195182069851
0,0,1,1,0,0,0,1,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1,1,13,1,-1.2418786545527492,-1.475003921329811,1.8101878598202,-1.518557208540143,-0.9919094825744889
0,0,0,1,1,0,0,2,0,1,1,1,1,1,1,1,3,2,2,1,1,0,1,0,0,8,0,0.14389876914939542,0.8247066712062331,0.318015548791988,1.0273402072715168,0.46819710440672313
0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,4,0,-1.0380878569494927,0.31587699563426636,-0.6767659918934866,0.2482629373296033,-0.7733908796586034
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,3,1,0,1,0,1,0,0,3,1,1.122094597645027,-0.5122183587279531,-0.6767659918934866,-0.37512642208839325,0.2738529628611629
0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,3,1,-0.5489899427016769,0.8064154083588745,-0.9254613770648553,0.7178866795311258,-0.29378368254514703
1,1,0,1,0,1,0,2,0,1,1,1,1,0,1,2,3,2,2,1,1,0,1,0,0,7,1,0.5107222048352572,0.34248246886678785,0.06932016362061937,0.54168878377366,0.5265378437539036
1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.1603623355114465,0.1928266819338566,-0.9254613770648553,-0.011438337123540119,-0.8791541481537756
0,1,1,1,1,0,1,2,1,0,1,1,1,1,1,0,0,2,3,1,1,1,0,0,0,7,1,-0.059892028453861136,1.3085937156227108,0.06932016362061937,1.3832790881502948,0.4220318237059107
0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,2,2,0,1,1,0,0,0,6,1,0.5922385238765598,0.8380094078224933,-0.1793752215507493,0.8865997184833467,0.8163005253432835
0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,4,0,-1.2826368140734004,0.4788355191834584,-0.6767659918934866,-0.6384220570990045,-0.9738227505273478
0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.663536987737917,-0.9254613770648553,-1.2008898236478998,-0.9889759028644037
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,3,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.5115864470245277,1.8101878598202,-1.6184423140990445,-1.0002249679181134
1,1,1,1,1,0,0,2,1,0,1,1,0,0,1,0,3,3,2,1,1,1,0,0,0,5,1,1.0813364381243755,0.7947755138196466,-0.42807060672211794,0.983291775585857,1.3507193433556977
0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,1,-0.9158133783875386,0.17453541908649794,-0.9254613770648553,0.02780117677411462,-0.7177852071087955
1,0,0,1,0,1,0,2,1,1,1,0,0,0,1,0,3,2,2,1,1,1,0,0,0,5,0,0.1031406096287441,0.8696034072861123,-0.42807060672211794,0.9571924706816234,0.39426207291645887
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,-1.1603623355114465,-1.1707038212328509,-0.6767659918934866,-1.1599533049762187,-0.9565080131407555
0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,4,1,-0.019133868933209827,0.8629520389779819,-0.6767659918934866,1.0647604097447652,0.32515752230219935
0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,2,0,0.4292058857939546,0.43227594102654626,-1.174156762236224,0.5690935986646586,0.4760273359637171
0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4,0,-1.1603623355114465,-0.350922677255794,-0.6767659918934866,-0.6569253635386041,-0.9226284760378181
1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,1,3,0,0,0,0,0,1,1,13,1,0.877545640521119,-1.5265520257178207,1.8101878598202,-1.3221512349568132,-0.5539238261597582
1,0,0,1,1,0,1,2,1,0,1,0,0,1,1,0,2,0,2,1,1,1,0,0,0,5,0,-0.8750552188668873,1.0076192996798157,-0.42807060672211794,0.7865781578622068,-0.568679952671389
1,0,0,1,1,0,0,2,1,1,1,0,0,1,1,2,2,3,3,1,1,1,0,0,0,6,0,1.3666435547689346,1.2487314008495383,-0.1793752215507493,1.2272933859677313,1.846207573486156
0,1,1,1,1,1,0,2,1,0,1,1,0,1,1,1,0,3,2,1,1,1,0,0,0,6,1,1.1628527571656782,1.1655892969979098,-0.1793752215507493,1.360653408253814,1.7445248481967415
0,1,1,1,0,1,0,2,0,1,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,7,1,1.6111925118928425,0.7931126717426141,0.06932016362061937,0.9805219247471495,1.859221197763977
0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,2,1,0,1,0,1,0,0,6,1,0.4699640453146059,-0.350922677255794,0.06932016362061937,-0.24981623385081259,0.013381964392030734
0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,2,2,1,1,1,0,1,0,0,4,0,0.34768956675265195,-0.3043630990988819,-0.6767659918934866,-0.19139527320424912,-0.021710707177482996
0,1,0,1,1,1,0,2,1,1,1,1,0,1,1,1,0,3,3,1,1,1,0,0,0,7,1,0.7145130024385138,1.300279505237548,0.06932016362061937,1.4231249696701103,1.2989515871183321
0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,1,1,1,0,0,0,8,1,0.5922385238765598,1.5297517118680424,0.318015548791988,1.663438387809611,1.3185823084865704
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,13,1,-0.9973296974288413,-1.4866438158690392,1.8101878598202,-1.3338880243101159,-0.9357744422574475
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,13,0,-0.5897481022223282,-1.4899695000231044,1.8101878598202,-1.3181837224103365,-0.8506344596940764
0,1,1,1,1,1,0,2,0,1,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,7,1,1.6111925118928425,0.9011974067497313,0.06932016362061937,1.0314626556531148,1.9093126227384367
0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,4,0,-1.2826368140734004,0.5204065711092727,-0.6767659918934866,-0.617953797763164,-0.973271325769813
1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,2,1,1,1,0,1,0,0,4,0,0.38844772627330326,-0.3060259411759146,-0.6767659918934866,-0.09168152981653184,0.05954724509284315
1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,0,-0.5897481022223282,0.32751689017349467,-1.174156762236224,0.2953183882658932,-0.4376834872714251
0,0,1,1,1,0,0,2,1,0,0,1,0,1,1,1,3,1,3,1,1,1,0,0,0,5,1,-0.7935388998255847,1.3069308735456784,-0.42807060672211794,1.102783524230461,-0.43569835814429986
0,1,1,1,1,0,0,2,1,0,0,0,1,0,0,1,2,3,2,1,1,1,0,0,0,3,1,1.4481598738102373,0.6251656219623247,-0.9254613770648553,0.7851127491503361,1.5204478837249051
0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,3,0,-1.1603623355114465,0.24437478632186616,-0.9254613770648553,0.06519482582984634,-0.87399281242325
0,0,0,1,1,1,0,2,1,1,0,1,0,1,1,2,3,3,3,1,1,1,0,0,0,6,0,1.4889180333308887,1.5031462386355212,-0.1793752215507493,1.5403364280897704,2.2692165334862415
0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,4,0,-0.6305062617429795,-0.4440418335696178,-0.6767659918934866,-0.2977392517091269,-0.6115366848269927
0,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,3,2,0,1,0,0,0,1,1,13,1,-0.304440985577769,-1.308719713626554,1.8101878598202,-1.1418152782416893,-0.7306003184739039
1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,2,0,1,1,0,0,0,5,0,0.4292058857939546,0.8213809870521677,-0.42807060672211794,0.9344706353178974,0.6925828667427787
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,3,3,0,0,0,0,0,1,1,13,1,1.0813364381243755,-1.5082607628704625,1.8101878598202,-1.2687625716055462,-0.46942349631512736
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.1196041759907953,0.527057939417403,-0.9254613770648553,0.10962459409484406,-0.8434438808558228
0,1,1,1,0,1,1,2,0,1,0,0,1,1,0,1,1,1,2,1,1,0,1,0,0,5,1,-0.46747362366037426,0.42063604648731845,-0.42807060672211794,0.4828664043353087,-0.29193089535983013
0,1,1,1,1,0,0,2,1,1,0,1,1,1,0,1,3,3,3,1,1,1,0,0,0,6,1,1.4889180333308887,1.3385248730092967,-0.1793752215507493,1.4486620185615895,2.182775188495089
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,2,0,-0.7935388998255847,-1.320359608165782,-0.9254613770648553,-1.1598363434942995,-0.8623908355247181
0,1,0,1,1,1,1,2,1,0,0,1,0,1,0,0,2,2,2,1,1,1,0,0,0,4,1,0.38844772627330326,1.0109449838338807,-0.6767659918934866,1.0793694675709382,0.737843810841234
0,1,0,1,1,1,0,2,1,0,0,0,1,0,1,0,3,3,2,1,1,1,0,0,0,4,1,0.7960293214798164,1.0242477204501415,-0.6767659918934866,1.2080620988801223,1.235912708836955
1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,2,2,0,1,1,0,0,0,5,0,0.5514803643559085,0.6700623580422039,-0.42807060672211794,0.8297357004192659,0.7422772658918138
0,1,0,1,1,1,0,2,0,1,0,1,1,0,1,2,2,3,2,1,1,0,1,0,0,6,1,1.1628527571656782,0.530383623571468,-0.1793752215507493,0.6314551627537438,1.1355313459753227
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,0,-0.14140834749516376,-1.3303366606279774,-0.9254613770648553,-1.0758424046121384,-0.6611428560148221
0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,0,3,1,-0.304440985577769,-0.3359570985625008,-0.9254613770648553,-0.3410339937641167,-0.4501456867917113
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,5,1,-1.1196041759907953,0.6950049891976925,-0.42807060672211794,0.6344307634657925,-0.801028288506247
0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,5,0,-0.7120225807842822,-0.46898446472510635,-0.1793752215507493,-0.5274840914987492,-0.705190665646701
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,1,13,1,-0.5489899427016769,-1.4866438158690392,1.8101878598202,-1.301266167430861,-0.8377531773580638
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,1,13,0,0.4699640453146059,-1.4899695000231044,1.8101878598202,-1.3209702784181632,-0.6359096591100303
1,0,0,1,1,0,1,2,1,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,4,0,-1.0788460164701439,1.1107155084558349,-0.6767659918934866,0.6866345715623459,-0.761480104895852
0,1,1,1,0,1,0,2,0,1,0,1,1,0,0,2,3,3,2,1,1,0,1,0,0,5,1,1.0405782786037243,0.22442068139747504,-0.42807060672211794,0.411981258444346,0.857348584294173
0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3,3,2,0,1,1,0,0,0,3,1,1.2036109166863296,0.5520005705728915,-0.9254613770648553,0.6542232453505454,1.1894386302719233
0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,3,1,0,1,0,1,0,0,5,1,1.5296761928515399,-0.21456962693912324,-0.1793752215507493,-0.0388923268851004,0.8056911130083141
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,-1.2826368140734004,-1.3020683453184236,-0.9254613770648553,-1.5152822870464087,-0.9974457871401382
0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,2,3,0,1,0,1,0,1,0,0,5,1,-0.9158133783875386,-0.37087678218018466,-0.1793752215507493,-0.3849877915043255,-0.7789492412145541
0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,1,13,0,-0.2636828260571177,-1.5049350787163973,1.8101878598202,-1.363786844614025,-0.800631262680822
0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,3,3,2,1,1,1,0,0,0,3,0,1.3666435547689346,0.8163924608210702,-0.9254613770648553,0.9853646705462566,1.6278654264926815
0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,-1.0380878569494927,0.1379528933917816,-0.9254613770648553,0.1389624324762152,-0.7851693124795465
0,1,1,1,0,1,0,2,1,0,0,0,1,0,0,1,2,3,2,1,1,1,0,0,0,3,1,0.7552711619591651,0.6434568848096829,-0.9254613770648553,0.7718410111404015,0.8880078008131073
0,1,1,1,1,1,0,2,1,1,0,1,1,1,0,2,3,3,3,1,1,1,0,0,0,6,1,1.6111925118928425,1.3717817145499482,-0.1793752215507493,1.4503385732832352,2.3212048596266217
0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,1,3,0,1,0,0,0,1,1,13,0,1.3258853952482834,-1.3004055032413913,1.8101878598202,-1.1150223744826344,-0.2788069861305022
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,3,0,-1.2418786545527492,-0.625291619966168,-0.9254613770648553,-1.058976558919406,-0.9733374967407172
0,0,1,1,0,1,0,2,0,1,0,0,1,0,0,1,2,3,1,1,1,0,1,0,0,4,1,1.5296761928515399,0.0032626851521435503,-0.6767659918934866,0.16329948111187217,0.9990647469806133
0,1,0,1,1,1,0,2,0,0,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,6,1,1.6111925118928425,0.6850279367354971,-0.1793752215507493,0.8576675067938367,1.738415061883256
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,1,-1.2826368140734004,-1.4899695000231044,1.8101878598202,-1.6077988192444075,-0.9999382270441952
1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,2,1,-1.2826368140734004,0.38405352079260213,-1.174156762236224,-0.6850896883847205,-0.9750799989745271
0,0,0,1,1,0,1,2,1,0,1,1,0,1,1,0,0,0,3,1,1,1,0,0,0,6,0,-1.1196041759907953,1.1855434019223006,-0.1793752215507493,0.8694063806412411,-0.7820372198567489
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.201120495032098,-1.4683525530216806,1.8101878598202,-1.4653397342669578,-0.9834175413084532
0,0,0,1,1,1,0,2,2,2,2,2,2,2,2,2,3,3,0,1,0,0,0,1,1,13,0,1.0405782786037243,-1.3153710819346844,1.8101878598202,-1.1177401219934209,-0.3583886071379227
1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,4,1,-0.42671546413972294,-0.8248326692100764,-0.42807060672211794,-0.6828114821282097,-0.6204918228893577
1,1,0,1,1,1,0,2,1,0,0,0,0,1,1,0,2,2,3,1,1,1,0,0,0,4,1,0.021624290587441482,1.1888690860763655,-0.6767659918934866,1.2138350112690501,0.4338543705074566
0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,-1.2826368140734004,0.16954689285540053,-0.9254613770648553,-0.7907059065576572,-0.9779253507234067
1,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,2,3,2,1,1,1,0,0,0,3,1,0.877545640521119,0.3042371010950386,-0.9254613770648553,0.39751004140315704,0.7201099906389153
0,1,0,1,1,1,0,2,1,0,0,0,0,1,1,2,0,3,2,1,1,1,0,0,0,4,1,1.6111925118928425,1.1489608762275842,-0.6767659918934866,1.3323965375705233,2.2052292046219053
0,0,1,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,5,1,-1.2826368140734004,0.9460941428296104,-0.42807060672211794,-0.408358822164158,-0.9676247362526568
0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4,0,-1.201120495032098,-0.5221954111901487,-0.6767659918934866,-0.5520460027017576,-0.9342083959460487
0,1,1,1,0,0,0,2,1,1,0,1,1,0,1,2,3,3,3,1,1,1,0,0,0,6,1,1.6111925118928425,1.4166784506298278,-0.1793752215507493,1.4995521195657926,2.3695978963478748
0,1,1,1,1,0,0,2,0,1,0,1,0,1,1,2,3,3,2,1,1,0,1,0,0,6,1,1.6111925118928425,0.6235027798852918,-0.1793752215507493,0.7373477883527978,1.620101365906592
1,1,0,1,1,1,0,2,1,0,1,1,0,1,1,0,3,3,2,1,1,1,0,0,0,6,1,0.877545640521119,1.1373209816883558,-0.1793752215507493,1.2171633472577357,1.327360990626524
0,1,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,3,2,1,1,0,1,0,0,5,1,1.0813364381243755,0.5071038344930119,-0.42807060672211794,0.6255338934078141,1.0615742574947566
0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,2,2,3,1,0,1,0,1,0,0,4,0,0.877545640521119,0.01490257969137135,-0.6767659918934866,0.15561243107049724,0.5408969444401095
0,0,0,1,1,1,0,2,1,0,1,1,0,1,0,2,0,3,2,1,1,1,0,0,0,5,0,1.122094597645027,0.8213809870521677,-0.42807060672211794,0.8723770744552293,1.298907473137729
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,1,0,1,0,1,0,0,5,1,1.122094597645027,-0.13475320724155992,-0.1793752215507493,-0.0015169356146528899,0.5808421538759294
0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,-1.201120495032098,0.32086552186536427,-0.9254613770648553,-0.15578050195988705,-0.9128572293343018
0,1,0,1,0,0,0,2,1,1,1,0,0,1,1,2,2,3,2,1,1,1,0,0,0,6,1,1.4889180333308887,1.1406466658424212,-0.1793752215507493,1.2804947998583243,2.024207485218385
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,13,1,-1.2826368140734004,-1.5165749732556253,1.8101878598202,-1.6208985052193452,-1.0002911388890177
0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,3,3,1,0,1,0,1,0,0,4,1,0.7145130024385138,-0.844786774134467,-0.42807060672211794,-0.6381170399010586,-0.11708513324069988
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,3,1,0,1,0,1,0,0,4,0,0.9590619595624216,-0.6651998298149495,-0.42807060672211794,-0.4624237541923007,0.12271846531602827
0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2,0,3,2,0,1,1,0,0,0,7,1,1.122094597645027,1.075795824838151,0.06932016362061937,1.0766838571504187,1.4667832263216198
1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,0,0,8,1,1.4889180333308887,1.519774659405847,0.318015548791988,1.6242445952185243,2.348334957697333
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.9911168769133334,-0.6767659918934866,-1.3621797072143222,-0.9933211299537779
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,-1.2826368140734004,0.2709802595543872,-1.174156762236224,-0.7407633537782066,-0.9765798743150218
0,1,0,1,1,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,1,-1.201120495032098,-1.494958026254202,1.8101878598202,-1.561540553145408,-0.9886009340292801
0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,3,2,0,1,0,1,0,0,5,1,1.122094597645027,0.4023447836399603,-0.42807060672211794,0.5034115340340798,0.9957341414451032
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,1,0,1,0,0,4,0,-0.7935388998255847,-0.9794769823741053,-0.42807060672211794,-0.8825206698641415,-0.8100937115201188
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,1,1,13,1,1.2036109166863296,-1.4766667634068436,1.8101878598202,-1.2617097942458255,-0.4364703528048486
0,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,4,0,0.5107222048352572,1.0608302461448578,-0.6767659918934866,1.226859315419324,0.9510907930750869
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1,0,1,0,1,0,0,6,0,-0.304440985577769,-0.35424836140985894,0.06932016362061937,-0.14353103598813002,-0.3809749652065475
0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,2,2,2,3,0,1,1,0,0,0,7,0,0.4699640453146059,1.1722406653060398,0.06932016362061937,1.2502797503625602,0.9226813895668948
0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2418786545527492,-0.651897093198689,-0.9254613770648553,-1.1261124495409625,-0.9760505065477885
1,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,3,2,2,1,1,1,0,0,0,3,0,0.021624290587441482,0.6318169902704546,-0.9254613770648553,0.6802636108413413,0.18948497495834046
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,1,1,13,0,-0.42671546413972294,-1.463364026790583,1.8101878598202,-1.2944386680558797,-0.8099834265686119
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,1,0,1,0,0,4,0,0.1031406096287441,-1.0443278233783755,-0.42807060672211794,-0.866438466100267,-0.4900688392372299
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,1,13,1,-0.14140834749516376,-1.4849809737920063,1.8101878598202,-1.3261009887583475,-0.7622741565467022
1,1,0,1,1,1,0,2,1,1,1,1,0,0,0,1,0,2,2,1,1,1,0,0,0,5,1,-0.2229246665364664,0.6999935154287904,-0.42807060672211794,0.660552161094389,-0.029408596792668742
0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,3,1,0,1,0,1,0,0,4,1,0.877545640521119,-0.12810183893342955,-0.6767659918934866,0.01875048464597581,0.4395009600246129
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.2418786545527492,0.1928266819338566,-0.9254613770648553,-0.3821594502142823,-0.9459868287669918
0,0,0,1,1,1,0,2,1,0,1,0,0,1,0,1,0,3,2,1,1,1,0,0,0,4,0,0.9998201190830729,0.7332503569694417,-0.6767659918934866,0.8527965058238806,1.1701167067679044
0,0,0,1,0,1,0,2,0,1,0,1,1,0,0,2,2,3,1,1,1,0,1,0,0,5,0,1.2036109166863296,0.15125563000804235,-0.42807060672211794,0.26666487715153964,0.8605468478878748
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,1,3,1,0,0,0,0,0,1,1,13,1,-0.7120225807842822,-1.4799924475609088,1.8101878598202,-1.2484785266037286,-0.860582162320004
0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2418786545527492,-1.4799924475609088,1.8101878598202,-1.5736850536846732,-0.9941372385949294
0,1,0,1,1,0,0,2,1,0,1,1,1,1,1,2,2,3,3,1,1,1,0,0,0,7,1,1.5296761928515399,1.3119193997767757,0.06932016362061937,1.3796329992777592,2.162350415476
0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,1,-0.46747362366037426,-0.6618741456608843,-0.9254613770648553,-0.5572933200951278,-0.6001773348217762
